,word,tf_idf,sponsor_id
1366,disabilities,0.08502570977651704,D000623
1367,school,0.08444339434068823,D000623
1368,devices assistive,0.07987093403173423,D000623
1369,technology devices assistive,0.07987093403173423,D000623
1370,pace,0.29774310980881036,D000624
1371,pace program,0.24820667732034282,D000624
1372,pace provider,0.18496742648193837,D000624
1373,water,0.11030262984776838,D000624
1374,home community based,0.10742854769563509,D000624
1375,perfluoroalkyl polyfluoroalkyl,0.10678933951643822,D000624
1376,perfluoroalkyl,0.10606350771239059,D000624
1377,polyfluoroalkyl,0.10518991363184771,D000624
1378,pace program eligible,0.1027003717018828,D000624
1379,home community,0.10200505561277451,D000624
1380,approval section 155,0.2264516058712962,D000626
1381,section 155 trade,0.17945221597348002,D000626
1382,155 trade act,0.17945221597348002,D000626
1383,155 trade,0.17945221597348002,D000626
1384,section 155,0.1664285395247945,D000626
1385,subject approval section,0.14527084150234096,D000626
1386,inserting subject approval,0.13637132082511264,D000626
1387,155,0.11689777422552873,D000626
1388,approval section,0.10895948207774002,D000626
1389,trade act 1974,0.10038518804098959,D000626
1390,solar,0.0883005519522185,D000627
1391,piercing concealable,0.0878149297911729,D000627
1392,concealable weapon,0.0878149297911729,D000627
1393,armor piercing concealable,0.0878149297911729,D000627
1394,piercing concealable weapon,0.0878149297911729,D000627
1395,concealable,0.0878149297911729,D000627
1396,biodefense,0.08653190676125826,D000627
1397,chief medical officer,0.08436417378094131,D000627
1398,homicides rapes,0.08049701897524184,D000627
1399,chief medical,0.0801485742651234,D000627
1400,travel tourism,0.16738845129007696,D000628
1401,bowden,0.12688354779153127,D000628
1402,prostate cancer,0.12603001320143198,D000628
1403,prostate,0.12389913607216643,D000628
1404,vehicle endorsement,0.11842464460542917,D000628
1405,tourism,0.11463149944524713,D000628
1406,alternate vehicle,0.10996574141932708,D000628
1407,alternate vehicle endorsement,0.10996574141932708,D000628
1408,inserting alternate vehicle,0.10150683823322501,D000628
1409,inserting alternate,0.10150683823322501,D000628
1410,indian,0.2726805273917108,D000629
1411,indian boarding,0.20255223988165288,D000629
1412,boarding,0.1652061522377624,D000629
1413,boarding school,0.15956285972241294,D000629
1414,native,0.13818063583609735,D000629
1415,women business,0.13302035838964602,D000629
1416,indian boarding school,0.13181971166901219,D000629
1417,indian lands,0.1251017054407197,D000629
1418,boarding school policies,0.1098326139641192,D000629
1419,polling,0.10642866460822002,D000629
1420,manufacturing cluster,0.15588223529952255,D000630
1421,cluster,0.14552821811790928,D000630
1422,rural,0.13017416694779882,D000630
1423,crisis line,0.108426855937769,D000630
1424,eligible manufacturing,0.10354236525948735,D000630
1425,rural partnership,0.10354236525948735,D000630
1426,veterans crisis line,0.10143157490952585,D000630
1427,veterans crisis,0.10000961741272693,D000630
1428,partnership block,0.09051226565778729,D000630
1429,manufacturing,0.08761075132546071,D000630
1430,notarization,0.16126152230731125,D000631
1431,notary public,0.14499025235661658,D000631
1432,notary,0.13683480943193949,D000631
1433,smoke alarm,0.11104137681753844,D000631
1434,criminal juvenile justice,0.09993366898285629,D000631
1435,drowsy,0.0992052495877896,D000631
1436,drowsy driving,0.09494473966159626,D000631
1437,criminal juvenile,0.09108052436682132,D000631
1438,smoke,0.09087353248506223,D000631
1439,remotely located,0.08082665090044583,D000631
1440,joint resolution,0.26491727884733385,E000071
1441,resolution,0.1697295461335167,E000071
1442,joint,0.15456281708938432,E000071
1443,joint resolution described,0.14322043298627488,E000071
1444,resolution described paragraph,0.13642440839443176,E000071
1445,resolution described,0.1255795385307374,E000071
1446,student veterans,0.09801686315628302,E000071
1447,motion,0.07955778349238946,E000071
1448,session,0.06781592692751058,E000071
1449,committee committees,0.06752355421237102,E000071
1450,covered entity,0.22542076123986593,E000215
1451,personal information,0.1927502482454331,E000215
1452,drug,0.184092839351848,E000215
1453,food drug,0.1288038651732908,E000215
1454,food,0.10822652358572121,E000215
1455,repayment plan,0.10749459066332076,E000215
1456,cosmetic,0.10587635837992292,E000215
1457,cosmetic act,0.10468246800919787,E000215
1458,drug cosmetic act,0.10468246800919787,E000215
1459,drug cosmetic,0.10468246800919787,E000215
1460,health insurance option,0.19974651849163577,E000294
1461,insurance option,0.19974651849163577,E000294
1462,public health insurance,0.16001407428148964,E000294
1463,securities,0.10652809343623201,E000294
1464,venture exchange,0.10472213865897417,E000294
1465,whistleblower,0.10087938506446485,E000294
1466,spending ceiling,0.09432474484327245,E000294
1467,working group,0.08070938169618667,E000294
1468,venture,0.07985844403836978,E000294
1469,ethics,0.07041971732750774,E000294
1470,ranger,0.09628680030334197,E000295
1471,bladder cancer,0.09210129760106213,E000295
1472,bladder,0.08319239760199112,E000295
1473,mondale,0.07721435848528131,E000295
1474,russian,0.07482462027664799,E000295
1475,battalion,0.0726319102271193,E000295
1476,walter mondale,0.06668512778274295,E000295
1477,rangers,0.0650387665947121,E000295
1478,ukraine,0.06078223009476063,E000295
1479,small business,0.05844731470107144,E000295
1480,gun,0.233640594333728,E000296
1481,gun violence,0.198633990357308,E000296
1482,victims gun violence,0.18798271681031078,E000296
1483,victims gun,0.18798271681031078,E000296
1484,qualified environmental,0.1188943375560151,E000296
1485,fryer,0.10644284798058525,E000296
1486,violence,0.09835610236563062,E000296
1487,psychiatric,0.0903913473173911,E000296
1488,john fryer,0.0870896028932061,E000296
1489,rate year,0.08153986882972555,E000296
1490,dominican,0.338038519184131,E000297
1491,dominican republic,0.2128390676344529,E000297
1492,latin,0.13156659252116604,E000297
1493,caribbean,0.13065151409420325,E000297
1494,clemente,0.1146065749046246,E000297
1495,republic,0.10047453312137737,E000297
1496,pacheco,0.09958907678904261,E000297
1497,latin american caribbean,0.08945113391206978,E000297
1498,latin american,0.08914752938973719,E000297
1499,american caribbean,0.08682510782793888,E000297
1500,walnut valley,0.1987196568850694,E000298
1501,walnut,0.19198891320250724,E000298
1502,trail,0.17555655248892027,E000298
1503,valley festival,0.17033113447291662,E000298
1504,walnut valley festival,0.17033113447291662,E000298
1505,festival,0.16738816516666327,E000298
1506,redford,0.1542445679359704,E000298
1507,savings bond,0.12533842504477713,E000298
1508,bond,0.115257575310249,E000298
1509,bob kendra redford,0.11355408964861109,E000298
1510,border,0.22668454545105163,E000299
1511,customs,0.1412982905516197,E000299
1512,immigration,0.12390855105822143,E000299
1513,border area,0.12332459384935432,E000299
1514,covered asylum,0.09561253792067478,E000299
1515,mexico border area,0.09538244009529151,E000299
1516,asylum,0.0946612324871285,E000299
1517,protection immigration customs,0.09430837968679326,E000299
1518,customs border protection,0.0928572287329282,E000299
1519,border protection,0.09262050613019207,E000299
1520,violence,0.19913683483700767,F000062
1521,sexual,0.14531458814643503,F000062
1522,sexual assault,0.1352772961176638,F000062
1523,domestic violence,0.1275646383664809,F000062
1524,project,0.12392784202374062,F000062
1525,assault,0.11703408371442947,F000062
1526,cosmetic,0.09215036970289316,F000062
1527,violence dating violence,0.08888387783110488,F000062
1528,stalking,0.08736678833251629,F000062
1529,dating violence,0.08622435125960914,F000062
1530,taiwan,0.10638520352363838,F000246
1531,candidate individual,0.09289167345733626,F000246
1532,alien,0.08465391137780504,F000246
1533,israel,0.0796108971381726,F000246
1534,russian,0.06845083147539158,F000246
1535,persecutory,0.06255919390482755,F000246
1536,alien violates subsection,0.06255919390482755,F000246
1537,state israel,0.059925941286224776,F000246
1538,alien violates,0.058726719101563074,F000246
1539,spouses thereof,0.058726719101563074,F000246
1540,digital commodity,0.6830916353935738,F000446
1541,commodity,0.3488920397956805,F000446
1542,digital,0.21450991037812697,F000446
1543,commodity platform,0.18393228512939636,F000446
1544,digital commodity platform,0.18393228512939636,F000446
1545,digital commodity trading,0.11690494431232301,F000446
1546,commodity trading,0.11341385382735919,F000446
1547,commodity trading facility,0.113189098541167,F000446
1548,trading facility,0.10285923180890104,F000446
1549,1a,0.0853489268826195,F000446
1550,air command,0.19094376933125135,F000449
1551,strategic air command,0.19094376933125135,F000449
1552,strategic air,0.17967685736587474,F000449
1553,aerospace museum,0.1709687391552091,F000449
1554,command aerospace museum,0.1709687391552091,F000449
1555,command aerospace,0.1709687391552091,F000449
1556,air command aerospace,0.1709687391552091,F000449
1557,cold war,0.11867028430463157,F000449
1558,community shared savings,0.10764698391253906,F000449
1559,collaborative,0.1046008869274984,F000449
1560,borrower,0.31336766198679655,F000450
1561,loan,0.20023158493968052,F000450
1562,deferment,0.152201381591856,F000450
1563,fiscal gap,0.1347588252427878,F000450
1564,repayment,0.11783756485764088,F000450
1565,consolidation loan,0.11476086919746545,F000450
1566,consolidation,0.10580884417206216,F000450
1567,qualified borrower,0.09916248705254195,F000450
1568,generational,0.08399230263296659,F000450
1569,joint consolidation,0.07438757901329786,F000450
1570,digital identity,0.1741967482908642,F000454
1571,commercial data operator,0.159862898276583,F000454
1572,data operator,0.14671941616111966,F000454
1573,fab,0.13488432042086693,F000454
1574,commercial data,0.12146118719506527,F000454
1575,identity,0.11302467861764631,F000454
1576,digital,0.1052713632657946,F000454
1577,digital identity verification,0.10481685019400419,F000454
1578,identity verification,0.08642386566220275,F000454
1579,cbdc,0.08514773347185246,F000454
1580,band cherokee,0.19217472775352462,F000459
1581,eastern band cherokee,0.19217472775352462,F000459
1582,eastern band,0.19217472775352462,F000459
1583,cherokee,0.17121159282573828,F000459
1584,digital dollar,0.16027585002780154,F000459
1585,band cherokee indians,0.13452230942746723,F000459
1586,cherokee indians,0.13452230942746723,F000459
1587,lands subject act,0.12043414368357969,F000459
1588,tennessee valley authority,0.11278598893382243,F000459
1589,valley authority,0.11278598893382243,F000459
1590,ginsburg,0.1885818916821001,F000462
1591,temporary foreign nonimmigrant,0.14917478812627272,F000462
1592,temporary foreign,0.14917478812627272,F000462
1593,foreign nonimmigrant,0.14917478812627272,F000462
1594,nonimmigrant,0.10567540747309108,F000462
1595,student veterans,0.10509097102853154,F000462
1596,harassment,0.0955404832593254,F000462
1597,foreign nonimmigrant worker,0.09057040707666557,F000462
1598,women,0.09005658115837187,F000462
1599,connor,0.08691777752907612,F000462
1600,cattle,0.29120466519056276,F000463
1601,packer,0.2191897706002003,F000463
1602,fed cattle,0.14364873403698292,F000463
1603,rtw,0.14168779216722063,F000463
1604,north platte,0.09970622411767378,F000463
1605,mandatory minimums,0.09288354227731378,F000463
1606,minimums,0.09059037940731979,F000463
1607,regional mandatory,0.08921083210528707,F000463
1608,platte,0.08804277247427984,F000463
1609,rtw states,0.08396313609909371,F000463
1610,incumbent local,0.1950350658484973,F000465
1611,incumbent local exchange,0.1950350658484973,F000465
1612,exchange carrier,0.1950350658484973,F000465
1613,local exchange carrier,0.1950350658484973,F000465
1614,local exchange,0.1950350658484973,F000465
1615,qualified year period,0.1787821436944559,F000465
1616,rural incumbent local,0.16252922154041444,F000465
1617,rural incumbent,0.16252922154041444,F000465
1618,qualified year,0.1449423486177764,F000465
1619,behavioral intervention,0.09179561270477642,F000465
1620,emissions,0.08191269615210288,F000466
1621,approved state program,0.07868883201117649,F000466
1622,tier list,0.07862488779172284,F000466
1623,carbon dioxide equivalent,0.06798394863430397,F000466
1624,dioxide equivalent,0.06798394863430397,F000466
1625,greenhouse,0.06713769641660525,F000466
1626,gas,0.06561914910580921,F000466
1627,greenhouse gas,0.0647626893291805,F000466
1628,state program,0.06469520065317165,F000466
1629,school,0.0640098339210955,F000466
1630,orphaned,0.28814531090726736,F000468
1631,orphaned wells,0.273158278894472,F000468
1632,wells,0.1648635701510026,F000468
1633,collaborative care,0.12492773857404624,F000468
1634,primary health care,0.12288550023986404,F000468
1635,primary health,0.11484238041065019,F000468
1636,collaborative care model,0.11302985870985136,F000468
1637,plugging,0.10320659090504444,F000468
1638,pfas,0.10047070440921499,F000468
1639,care model,0.08781690160525067,F000468
1640,filming photography,0.4183628327012233,F000469
1641,filming photography activity,0.4052889941793101,F000469
1642,photography activity,0.38046035171637155,F000469
1643,filming,0.3307347663490754,F000469
1644,photography,0.2522824327036101,F000469
1645,minimis use authorization,0.10459070817530583,F000469
1646,minimis use,0.10459070817530583,F000469
1647,land management unit,0.08778487488870687,F000469
1648,management unit,0.08104356873292547,F000469
1649,geothermal,0.0684952034700293,F000469
1650,space,0.23880865446647334,F000470
1651,title 51,0.18210970395673548,F000470
1652,51 united states,0.17945703868614696,F000470
1653,51 united,0.17945703868614696,F000470
1654,title 51 united,0.17945703868614696,F000470
1655,space station,0.15865925811309367,F000470
1656,international space station,0.1559701181450751,F000470
1657,international space,0.13438756346616212,F000470
1658,inserting committee science,0.10659478873111343,F000470
1659,striking committee science,0.10304162910674297,F000470
1660,bri,0.14565655745507447,F000471
1661,pretrial release,0.12767201426852037,F000471
1662,bail,0.12186939456837932,F000471
1663,felony,0.11206215292451831,F000471
1664,pretrial,0.11064680807626666,F000471
1665,nea,0.10996825712235177,F000471
1666,violent felony,0.10441032346471756,F000471
1667,bail pretrial release,0.08797460569788142,F000471
1668,chinese,0.08658770054187995,F000471
1669,bail pretrial,0.08466160878008956,F000471
1670,covered local,0.17475836519358212,F000472
1671,covered local governments,0.1430566515330099,F000472
1672,national debt,0.08328046609588945,F000472
1673,afghanistan,0.07927512751582726,F000472
1674,taliban,0.0776116618218687,F000472
1675,simplify requirements,0.07152832576650495,F000472
1676,foreign person,0.06231843503344435,F000472
1677,entity educational institution,0.061773842866929114,F000472
1678,entity educational,0.05464717861475456,F000472
1679,entities organized incorporated,0.0536462443248787,F000472
1680,homeland security,0.13979794766516868,F000473
1681,homeland,0.13901255522958558,F000473
1682,drug seizure,0.09519728605182733,F000473
1683,race sex,0.09515656172627081,F000473
1684,mental health guidance,0.08643774204361758,F000473
1685,customs,0.07660563277489472,F000473
1686,health guidance,0.07279232209879306,F000473
1687,covered claim,0.0711537096910039,F000473
1688,secretary homeland,0.07027707540136054,F000473
1689,secretary homeland security,0.07027707540136054,F000473
1690,forest,0.10821525430911055,G000061
1691,disaster,0.09308228232528078,G000061
1692,batten disease,0.0912259994100132,G000061
1693,batten,0.0912259994100132,G000061
1694,disaster assistance,0.09037636614116751,G000061
1695,covered federal agency,0.08372565189575565,G000061
1696,servicemember,0.07924662465713021,G000061
1697,arpa,0.07671674391041797,G000061
1698,esserf,0.07250168561702933,G000061
1699,esserf program,0.07250168561702933,G000061
1700,sexual abuse material,0.253284927185378,G000359
1701,abuse material,0.253284927185378,G000359
1702,striking child pornography,0.22840043075462857,G000359
1703,inserting child sexual,0.2057865267195168,G000359
1704,child sexual,0.20460384031256332,G000359
1705,child pornography inserting,0.19841481303246858,G000359
1706,pornography inserting,0.19841481303246858,G000359
1707,child sexual abuse,0.18930135161480385,G000359
1708,child pornography,0.18544322360200946,G000359
1709,pornography inserting child,0.17864984187738273,G000359
1710,counterfeit,0.08667513756102309,G000386
1711,crime,0.08557383301025259,G000386
1712,counterfeit products,0.08062564349693584,G000386
1713,attorney,0.07811897790599404,G000386
1714,octane,0.07562488515063581,G000386
1715,attorney general,0.07322676171588945,G000386
1716,foster care,0.06824681441698581,G000386
1717,maternity health,0.0669820411334203,G000386
1718,foster,0.06680471767150852,G000386
1719,civil investigative,0.06445438996162382,G000386
1720,project,0.15935870522183027,G000546
1721,title 23,0.11012560734971624,G000546
1722,title 23 united,0.10386510925968381,G000546
1723,23 united,0.1025940561101653,G000546
1724,23 united states,0.1025940561101653,G000546
1725,highway,0.0952140494496867,G000546
1726,rural,0.09351120932621589,G000546
1727,commercial motor,0.08451660340709587,G000546
1728,motor,0.07956509510579131,G000546
1729,railroad freight,0.07820652502896613,G000546
1730,coastal,0.18272190904556235,G000551
1731,tribal cultural,0.14357080100858727,G000551
1732,environmental,0.12300145585302835,G000551
1733,tribal,0.12275840626363765,G000551
1734,indian,0.11291949113876767,G000551
1735,tribal cultural area,0.10770743189996704,G000551
1736,cultural area,0.10272032644288298,G000551
1737,secretary concerned,0.10258443282488736,G000551
1738,mineral activities,0.10027460438471911,G000551
1739,environmental justice,0.10018596126515399,G000551
1740,martial,0.09672938207068595,G000552
1741,restrictive housing,0.09309126658952677,G000552
1742,firearms,0.09212800869141123,G000552
1743,court martial,0.09074454492209652,G000552
1744,firearm,0.08088478602167909,G000552
1745,pilot program,0.07880687185698214,G000552
1746,court,0.07365099882491405,G000552
1747,preliminary hearing,0.07261971283691744,G000552
1748,pilot,0.07082610476349525,G000552
1749,state home,0.07028468414363569,G000552
1750,hd,0.29556222098065904,G000553
1751,minority business,0.14836484298501287,G000553
1752,minority business enterprises,0.14359025608126888,G000553
1753,business enterprises,0.13907998870071156,G000553
1754,mbda,0.13221007759515704,G000553
1755,housing,0.12413212729944793,G000553
1756,openly,0.11083073746675103,G000553
1757,lgbtqia,0.10352138579800287,G000553
1758,fair housing,0.10235535209055732,G000553
1759,transgender,0.09535831127311979,G000553
1760,domestic worker,0.2950384682022612,G000555
1761,hiring entity,0.20558080133827958,G000555
1762,domestic work hiring,0.20255755425977548,G000555
1763,domestic workers,0.20108593040086872,G000555
1764,domestic,0.19539889028452445,G000555
1765,domestic work,0.1933897081647939,G000555
1766,work hiring,0.19317866678281173,G000555
1767,work hiring entity,0.1874413188672549,G000555
1768,garment,0.13527598954240258,G000555
1769,worker,0.12708682117074782,G000555
1770,calculator,0.2256906485851844,G000558
1771,price calculator,0.18734448258935973,G000558
1772,net price calculator,0.18734448258935973,G000558
1773,net price,0.15795869099123705,G000558
1774,drug device,0.12404883030341897,G000558
1775,device,0.08512033445766444,G000558
1776,drug,0.07830040759464407,G000558
1777,investigational,0.07076552102790645,G000558
1778,divorced,0.06952792311417275,G000558
1779,device investigational use,0.06839290280545707,G000558
1780,peace corps,0.16998878612513751,G000559
1781,vessel,0.13621055997151235,G000559
1782,46 united states,0.09643977921024587,G000559
1783,46 united,0.09643977921024587,G000559
1784,title 46 united,0.09643977921024587,G000559
1785,title 46,0.09465713368474636,G000559
1786,orland,0.09030841196442944,G000559
1787,peace,0.08945904896960424,G000559
1788,corps,0.08625462417352592,G000559
1789,palm oil,0.07502714847039822,G000559
1790,digital commodity,0.7191618174044975,G000563
1791,commodity,0.367315042985204,G000563
1792,digital,0.2258369580384719,G000563
1793,digital commodity platform,0.19364470240776033,G000563
1794,commodity platform,0.19364470240776033,G000563
1795,digital commodity trading,0.12307802915311869,G000563
1796,commodity trading,0.11940259404631404,G000563
1797,commodity trading facility,0.1191659707124679,G000563
1798,trading facility,0.10829064250201133,G000563
1799,1a,0.0898557180180714,G000563
1800,proposed action,0.1456696271659245,G000565
1801,nepa process,0.14153487323865716,G000565
1802,coins,0.1390965746845488,G000565
1803,nepa,0.12949999102151397,G000565
1804,coin,0.10084919435723066,G000565
1805,land,0.09606561556239841,G000565
1806,federal agency,0.08396079660339152,G000565
1807,environmental,0.08214088529194102,G000565
1808,environmental impact statement,0.08129111909506354,G000565
1809,impact statement,0.0799583422750544,G000565
1810,retrocession,0.19558688979491062,G000568
1811,right way,0.1859461504248819,G000568
1812,nw,0.16087071823243354,G000568
1813,striking district columbia,0.14240926245534613,G000568
1814,retrocession section,0.14220768026207234,G000568
1815,striking district,0.13155017408116873,G000568
1816,federal district,0.12808611909214948,G000568
1817,state maryland,0.1276772697875517,G000568
1818,retrocession section 102,0.12236474813248084,G000568
1819,intersection,0.11862171334891475,G000568
1820,indian,0.19279829159027553,G000574
1821,local board,0.14978350656570574,G000574
1822,cases indian tribes,0.14543493635374055,G000574
1823,teacher,0.14235297188898607,G000574
1824,cases indian,0.1354831373763416,G000574
1825,jobs program,0.12523563963794326,G000574
1826,eligible workers,0.10385520583838735,G000574
1827,indian tribes,0.09691358727882379,G000574
1828,tribes,0.09667301756183393,G000574
1829,participating employer,0.0940855120669039,G000574
1830,applicable partnership,0.13219845625273188,G000576
1831,sewa,0.11382846832175875,G000576
1832,sewa international usa,0.11382846832175875,G000576
1833,sewa international,0.11382846832175875,G000576
1834,international usa,0.11382846832175875,G000576
1835,hmong,0.10126978925165642,G000576
1836,air america,0.09484302890729043,G000576
1837,respect applicable partnership,0.08754741129903733,G000576
1838,clock hours,0.08601461676477462,G000576
1839,competency based,0.08425288174558293,G000576
1840,proposed agency action,0.1492849837515023,G000577
1841,vehicle structure,0.13714399090524695,G000577
1842,rig platform,0.13714399090524695,G000577
1843,vessel rig platform,0.13714399090524695,G000577
1844,platform vehicle structure,0.13714399090524695,G000577
1845,rig platform vehicle,0.13714399090524695,G000577
1846,vessel rig,0.13714399090524695,G000577
1847,platform vehicle,0.13714399090524695,G000577
1848,proposed agency,0.13076065909573326,G000577
1849,rig,0.11446559401122938,G000577
1850,jerusalem,0.12453538450719674,G000578
1851,digital health passes,0.10475139735127639,G000578
1852,health passes,0.10475139735127639,G000578
1853,digital health,0.10066713449343963,G000578
1854,city david,0.09311235320113458,G000578
1855,escambia,0.08880103394878633,G000578
1856,hunter biden,0.08445277404065225,G000578
1857,lionfish,0.08147330905099276,G000578
1858,tags,0.08002939059257162,G000578
1859,escambia county,0.07770090470518805,G000578
1860,rescue committee,0.3875033415592549,G000579
1861,taiwan,0.20625190385166364,G000579
1862,rescue,0.13538513302733451,G000579
1863,china,0.10024626392700225,G000579
1864,republic china,0.09169445370369583,G000579
1865,rescue committee shall,0.09059638425629854,G000579
1866,people republic china,0.09053581882696357,G000579
1867,fait accompli,0.08962045366270704,G000579
1868,accompli,0.08962045366270704,G000579
1869,people republic,0.08850008363973444,G000579
1870,special veteran,0.18478321179882434,G000581
1871,safe zone,0.158385610113278,G000581
1872,flood,0.09572248299741658,G000581
1873,alien,0.09185331225732585,G000581
1874,surveying,0.08441565272445689,G000581
1875,owner financing,0.079192805056639,G000581
1876,planimetric,0.079192805056639,G000581
1877,methods applicable,0.079192805056639,G000581
1878,stream,0.07367516289002807,G000581
1879,stream flow,0.06822919206600142,G000581
1880,vieques,0.1570411836018951,G000582
1881,puerto,0.14559873608689153,G000582
1882,puerto rico,0.14480905865383487,G000582
1883,rico,0.1441987482399022,G000582
1884,personal wireless service,0.13434254428819672,G000582
1885,wireless service,0.13272763804384755,G000582
1886,personal wireless,0.1267860159389425,G000582
1887,government instrumentality,0.12211650727679389,G000582
1888,maritime border,0.10400713106182972,G000582
1889,special master,0.09866334413143792,G000582
1890,president elect,0.26444249723779845,G000583
1891,apparent successful,0.2616234035408857,G000583
1892,successful candidate,0.2195767851146719,G000583
1893,apparent successful candidate,0.2195767851146719,G000583
1894,electors,0.18413224928313274,G000583
1895,inserting apparent successful,0.16228682349414694,G000583
1896,apparent,0.15687142988119543,G000583
1897,striking president elect,0.15146770192787049,G000583
1898,inserting apparent,0.14894405300039362,G000583
1899,elect inserting,0.14605814114473226,G000583
1900,cancer,0.11428094940384681,G000585
1901,qualified conversion,0.08825777236809149,G000585
1902,women,0.08329608232151615,G000585
1903,cervical,0.08217878338089454,G000585
1904,section 25c,0.07928003722507476,G000585
1905,cervical cancer,0.0791082316177486,G000585
1906,conversion,0.0787294484264155,G000585
1907,25c,0.07749538124843641,G000585
1908,medicare plans,0.07521394254134807,G000585
1909,taxpayer,0.07216609572553517,G000585
1910,proposed transaction,0.191695831379714,G000586
1911,resulting company,0.14100191276861024,G000586
1912,acdbe,0.131028692788757,G000586
1913,company,0.12120886749059638,G000586
1914,disadvantaged business,0.11237442291516662,G000586
1915,disadvantaged business enterprise,0.11116344130933835,G000586
1916,transportation demand management,0.10611055761345935,G000586
1917,bank holding,0.1048590895131058,G000586
1918,transportation demand,0.10372192552576662,G000586
1919,transaction,0.10367027729797007,G000586
1920,abuse material,0.2693138568356704,G000587
1921,sexual abuse material,0.2693138568356704,G000587
1922,striking child pornography,0.24285456538216188,G000587
1923,inserting child sexual,0.2188095589086805,G000587
1924,child sexual,0.21755202715887112,G000587
1925,pornography inserting,0.21097133234459353,G000587
1926,child pornography inserting,0.21097133234459353,G000587
1927,child sexual abuse,0.2012811329679918,G000587
1928,child pornography,0.19717884647649866,G000587
1929,pornography inserting child,0.18995555114050286,G000587
1930,firearms dealer,0.1552765232537686,G000588
1931,vbid,0.1446166329095499,G000588
1932,vbid demonstration,0.1446166329095499,G000588
1933,vbid demonstration program,0.1446166329095499,G000588
1934,covered athletic,0.09594472717189231,G000588
1935,student athlete,0.0861130066357691,G000588
1936,dealer,0.08517537940842572,G000588
1937,19 infection,0.08457297389200043,G000588
1938,covid 19 infection,0.08457297389200043,G000588
1939,taiwan,0.0830823292212753,G000588
1940,alien,0.1155969438808979,G000589
1941,uas,0.09418106978155216,G000589
1942,unmanned aircraft,0.08446899476845018,G000589
1943,immigration,0.08061886686364855,G000589
1944,unmanned,0.07170921502216707,G000589
1945,criminal civil debt,0.06922725187962854,G000589
1946,civil debt,0.06922725187962854,G000589
1947,inmate,0.06917839746983748,G000589
1948,covered unmanned,0.06889039427788993,G000589
1949,covered unmanned aircraft,0.06889039427788993,G000589
1950,contractor medicare advantage,0.14658323847996893,G000590
1951,contractor medicare,0.14658323847996893,G000590
1952,administrative contractor medicare,0.14658323847996893,G000590
1953,administrative contractor,0.12757948416238316,G000590
1954,medicare administrative contractor,0.12757948416238316,G000590
1955,china,0.12310465586755888,G000590
1956,advantage plan prescription,0.12225204334535124,G000590
1957,plan prescription drug,0.11883803613853393,G000590
1958,medicare administrative,0.1172525759505137,G000590
1959,plan prescription,0.11588068857920217,G000590
1960,jr,0.1805649029745891,G000591
1961,michael,0.1416041671478855,G000591
1962,james,0.1275492251615275,G000591
1963,sr,0.12397863919871276,G000591
1964,christopher,0.11040147494147189,G000591
1965,thomas,0.10336887258609771,G000591
1966,william,0.10072582144451749,G000591
1967,uas,0.09625914818544597,G000591
1968,john,0.09378821915442903,G000591
1969,joseph,0.08895134013110638,G000591
1970,heritage area,0.16094496520432536,G000592
1971,downeast maine,0.1510304343704601,G000592
1972,downeast,0.1510304343704601,G000592
1973,maine,0.15016340348679322,G000592
1974,heritage,0.10575217460968539,G000592
1975,small business,0.10401994930526978,G000592
1976,local coordinating entity,0.10071696403692056,G000592
1977,cannabis,0.0996892410497113,G000592
1978,local coordinating,0.0979787113456737,G000592
1979,coordinating entity,0.09442320861880968,G000592
1980,south florida,0.18689670042157852,G000593
1981,crane,0.15165902740835682,G000593
1982,senior advisor,0.1468156102811942,G000593
1983,florida ecosystem,0.13718338070190236,G000593
1984,south florida ecosystem,0.13718338070190236,G000593
1985,foreign crane,0.109450601101798,G000593
1986,florida,0.10491864018365399,G000593
1987,port,0.10268768586459774,G000593
1988,seaboard united states,0.09247093631933548,G000593
1989,seaboard united,0.09247093631933548,G000593
1990,professional sports team,0.2086520309824165,G000594
1991,professional sports,0.16316708425529156,G000594
1992,sports team,0.1577017957881881,G000594
1993,border patrol agent,0.14777174497441478,G000594
1994,patrol agent,0.14197383716122847,G000594
1995,border patrol,0.12539906079346463,G000594
1996,patrol,0.1077969688450496,G000594
1997,stadium arena,0.10297153644697823,G000594
1998,sports,0.10240890464132177,G000594
1999,reservist,0.10023676578898273,G000594
2000,federal regulatory cost,0.2431998515199327,G000595
2001,regulatory cost,0.1840610921200313,G000595
2002,pregnancy centers,0.15557088345018408,G000595
2003,federal regulatory,0.14102870180180072,G000595
2004,pregnancy,0.12927804157428677,G000595
2005,federal regulation rule,0.10268438175286047,G000595
2006,regulation rule statement,0.10268438175286047,G000595
2007,rule statement,0.09639377471026782,G000595
2008,eligible child,0.08638909225307684,G000595
2009,race sex,0.08377645382661615,G000595
2010,gender affirming care,0.11106452884133167,G000596
2011,affirming care,0.10586269681435302,G000596
2012,biden,0.09474274730408812,G000596
2013,gender affirming,0.09151558897852084,G000596
2014,spr,0.07874253999349905,G000596
2015,impeachment,0.0770384646410182,G000596
2016,924,0.07639242812986251,G000596
2017,dye,0.07606555739255201,G000596
2018,aliens,0.07179652535271569,G000596
2019,striking bureau alcohol,0.0705238554959724,G000596
2020,924,0.1261389431734195,G000597
2021,striking bureau alcohol,0.1164487740284231,G000597
